timestamp,symbol,open,high,low,close,volume
2024-01-01 00:00:00+00:00,AAPL,172.08007097455007,182.01014421141667,166.19311974760953,179.96460014419284,1613770
2024-01-02 00:00:00+00:00,AAPL,176.12818188111083,183.4802111109728,169.2372515638336,170.5250905548557,3645931
2024-01-03 00:00:00+00:00,AAPL,172.85323526269963,180.1483037178214,168.7151362191092,177.7844311329332,1910623
2024-01-04 00:00:00+00:00,AAPL,171.47155132176195,181.179068958764,165.2472659217118,171.27991924406487,3023984
2024-01-05 00:00:00+00:00,AAPL,170.8652937139778,184.43753595059064,166.00605558531868,170.19835024632215,3299141
2024-01-06 00:00:00+00:00,AAPL,172.41697335797443,180.6489038364971,166.4599632827977,176.38576820115694,2029875
2024-01-07 00:00:00+00:00,AAPL,177.3655464200219,180.2568675216932,167.9724112441302,178.73315228869367,2476664
2024-01-08 00:00:00+00:00,AAPL,178.37999222375743,182.90292878142336,169.0491350015757,171.76298506648396,4786757
2024-01-09 00:00:00+00:00,AAPL,178.6172084598192,184.73232307713891,165.30166627579212,173.41613784641947,4120686
2024-01-10 00:00:00+00:00,AAPL,172.70148273709944,184.1731236995432,166.24804475939905,171.68750204223076,3336318
2024-01-11 00:00:00+00:00,AAPL,176.60972932945342,184.87386252360477,166.8810488118986,179.06507569302917,4163056
2024-01-12 00:00:00+00:00,AAPL,172.3035405991493,183.76761576848125,165.91688577294084,172.7036043241812,2138581
2024-01-13 00:00:00+00:00,AAPL,176.2276211396824,182.18684887042286,167.72646048753174,174.447128914061,4940930
2024-01-14 00:00:00+00:00,AAPL,178.87210993041697,184.73308219794936,167.39001239679155,178.9474127628308,4023762
2024-01-15 00:00:00+00:00,AAPL,170.4089368260208,182.13316639226656,166.5824782102558,175.5286920376267,4126966
2024-01-16 00:00:00+00:00,AAPL,179.85225667725405,181.75047308172122,167.58443443460177,179.32849800768705,1614561
2024-01-17 00:00:00+00:00,AAPL,178.27087877458445,182.24097958883718,166.77910782175556,179.2645041464704,1841320
2024-01-18 00:00:00+00:00,AAPL,177.61662116293698,184.06986977191232,166.71597033733644,174.6160101989372,2704710
2024-01-19 00:00:00+00:00,AAPL,176.91362893711792,184.58846774924444,166.32697762678495,175.82382612733372,3162744
2024-01-20 00:00:00+00:00,AAPL,177.70273888913877,181.78841054979839,167.70218967157194,172.30314273712938,1678415
2024-01-21 00:00:00+00:00,AAPL,179.94595356040546,182.31123728266132,167.22057697226163,179.90535818801163,4251258
2024-01-22 00:00:00+00:00,AAPL,177.7019129711254,184.4916366165219,165.9816239206361,172.78316660411795,2795237
2024-01-23 00:00:00+00:00,AAPL,173.51600784668327,180.23521832264333,165.064831304491,177.8330698798095,4964808
2024-01-24 00:00:00+00:00,AAPL,176.13921852933504,183.91934347056926,165.7546477030646,173.12969060155226,3019276
2024-01-25 00:00:00+00:00,AAPL,173.36923016159835,182.2710887911717,165.2141730074927,173.13042262089786,3097697
2024-01-26 00:00:00+00:00,AAPL,179.7006544325667,181.88259175524837,167.15799416819215,171.03862926700947,2624996
2024-01-27 00:00:00+00:00,AAPL,179.001397328257,182.2346064591842,166.12548426956178,175.59895810796579,4183402
2024-01-28 00:00:00+00:00,AAPL,175.67620227462828,182.0934533775079,167.1022766626236,172.44832338128208,1061486
2024-01-29 00:00:00+00:00,AAPL,177.8127375449345,183.78309309093902,166.64724936685005,171.48394757757617,4974533
2024-01-30 00:00:00+00:00,AAPL,179.09686942971763,184.63973761122077,167.69007405343282,172.26666694516734,1203003
2024-01-31 00:00:00+00:00,AAPL,172.4360026365656,182.45727912723288,168.619334143943,172.5109315706403,3504869
2024-02-01 00:00:00+00:00,AAPL,175.79481856928805,184.16366892891256,167.39656969066928,175.04083456119486,2927535
2024-02-02 00:00:00+00:00,AAPL,174.81716319252547,183.6597226785612,165.30984030469565,173.85923036555562,4790202
2024-02-03 00:00:00+00:00,AAPL,177.71591354842943,181.6534039277824,165.08755240707453,170.7549028102196,2028083
2024-02-04 00:00:00+00:00,AAPL,173.79082521333828,182.93656907263275,166.0661558313877,175.3602858289586,2576252
2024-02-05 00:00:00+00:00,AAPL,177.08979639708193,183.33407837507846,167.12483755610427,177.87747451588766,2756291
2024-02-06 00:00:00+00:00,AAPL,174.02993089011738,180.1174968594523,165.22452514313633,175.74235160893994,4720580
2024-02-07 00:00:00+00:00,AAPL,171.11074864644505,181.9797777561212,166.63866902419946,179.7454025225177,1862789
2024-02-08 00:00:00+00:00,AAPL,171.07121431608317,184.9631908792373,169.43512853947576,170.9915020814447,3163259
2024-02-09 00:00:00+00:00,AAPL,171.19056324553188,183.18628213535047,165.45009510926084,178.2115233675811,2722060
2024-02-10 00:00:00+00:00,AAPL,170.3251987593216,181.67122034645888,169.74258254884788,175.05692669897334,3932461
2024-02-11 00:00:00+00:00,AAPL,175.3297317159677,181.25012019700364,169.2833588775456,175.21595177545228,1757591
2024-02-12 00:00:00+00:00,AAPL,176.71902681983735,181.04740801050377,169.1589057800677,175.1909993464955,1082267
2024-02-13 00:00:00+00:00,AAPL,171.2672840182569,182.00820704482604,169.31829255438146,173.2531882790764,2983308
2024-02-14 00:00:00+00:00,AAPL,176.1185800022161,180.96632845303805,165.4002513262649,173.24555014240252,2854057
2024-02-15 00:00:00+00:00,AAPL,175.9774007825791,180.67593091026765,165.75584046989349,176.31844506642477,2970672
2024-02-16 00:00:00+00:00,AAPL,171.47094051396863,181.8203164221348,165.67186213280542,170.44765085383116,3618039
2024-02-17 00:00:00+00:00,AAPL,174.04082599961262,183.03499846322896,165.55620905375687,175.88786045301802,3611025
2024-02-18 00:00:00+00:00,AAPL,177.55135709770985,180.73199591043064,166.63855609766114,177.24590718210916,1513978
2024-02-19 00:00:00+00:00,AAPL,170.1675602555201,180.2217163693143,169.15108441475263,173.5632629347542,2669630
2024-02-20 00:00:00+00:00,AAPL,171.4694788389839,180.17316409031847,166.25981071815616,172.17356939459634,1445958
2024-02-21 00:00:00+00:00,AAPL,179.95828374324745,181.33692126217983,166.2211083949613,172.13386912722905,1797123
2024-02-22 00:00:00+00:00,AAPL,177.3354489714906,180.9506614525815,168.37944378710307,170.81839653344565,4465758
2024-02-23 00:00:00+00:00,AAPL,174.64130279219256,182.69627680145075,165.4846255106836,170.8971931920641,2261783
2024-02-24 00:00:00+00:00,AAPL,176.29801412091626,182.2786009352545,166.8013999618096,171.66687868194592,4840469
2024-02-25 00:00:00+00:00,AAPL,178.46220970598475,181.6238330716951,166.47713153422112,170.19172905053088,3665300
2024-02-26 00:00:00+00:00,AAPL,178.42304585553637,184.1677141707548,169.2365043206471,172.66235407524184,3685231
2024-02-27 00:00:00+00:00,AAPL,173.24701435461208,182.52473496498263,167.5725063881273,173.0640182924796,2962281
2024-02-28 00:00:00+00:00,AAPL,174.91291422545225,180.4576499604205,168.2323678206097,179.9522125335613,2099097
2024-02-29 00:00:00+00:00,AAPL,176.38055096498644,181.47882177036848,165.64517169103118,179.91687737656125,4809140
2024-03-01 00:00:00+00:00,AAPL,170.71896916514604,184.86669633098296,169.64459130277956,171.87048846837084,3952179
2024-03-02 00:00:00+00:00,AAPL,179.45796599390752,184.88488660379008,166.6122607706255,172.13032158096925,2077373
2024-03-03 00:00:00+00:00,AAPL,174.32741825662373,181.2733581777356,168.5341941892158,174.91906370560432,4768370
2024-03-04 00:00:00+00:00,AAPL,173.70862327257927,180.83618064397456,169.77313089957772,171.48784333737711,3528674
2024-03-05 00:00:00+00:00,AAPL,179.07100361449827,182.4784407310862,167.54324430808,175.04039408158192,3066109
2024-03-06 00:00:00+00:00,AAPL,171.18286648753104,182.40732459083424,167.53767629366928,173.99389704805074,2588274
2024-03-07 00:00:00+00:00,AAPL,170.3926079738711,182.0506884363451,165.58624711779225,173.24622891049873,3789846
2024-03-08 00:00:00+00:00,AAPL,176.85002412300273,182.64678613746977,166.95137778211566,178.22605170809774,2828215
2024-03-09 00:00:00+00:00,AAPL,173.85002968105104,181.160976892591,169.26232469440768,178.28117699993058,2895788
2024-03-10 00:00:00+00:00,AAPL,177.64475808830105,180.57464670771844,165.67553253549474,179.87889466983728,3370791
2024-03-11 00:00:00+00:00,AAPL,170.68544611526755,182.85230729238216,169.58752065280328,172.23088114081582,3760369
2024-03-12 00:00:00+00:00,AAPL,173.83757143535385,184.66298998391187,168.3365470719333,178.88277497143747,4713693
2024-03-13 00:00:00+00:00,AAPL,172.35325212046112,180.6887463831015,167.1047991752952,175.37845929673932,2711762
2024-03-14 00:00:00+00:00,AAPL,177.39606532946598,183.5240736211573,167.7324920926283,175.91459431332353,2324511
2024-03-15 00:00:00+00:00,AAPL,172.27170110427372,182.18948343690192,165.7524830386835,178.96293214332528,3016561
2024-03-16 00:00:00+00:00,AAPL,174.57945334774354,181.46988294864403,166.08741646568865,179.4263079637832,2511861
2024-03-17 00:00:00+00:00,AAPL,178.1887755113671,184.26554609196214,166.43204213533338,177.26811257700638,3313466
2024-03-18 00:00:00+00:00,AAPL,179.1539053546447,182.2824584726859,166.92423059087207,173.47842431935123,3018130
2024-03-19 00:00:00+00:00,AAPL,177.22605793665778,182.91656007033995,169.57760997496493,174.89667989668504,3648405
2024-03-20 00:00:00+00:00,AAPL,174.29228411532955,182.21528143469965,166.83784512482578,176.1505386405411,3342019
2024-03-21 00:00:00+00:00,AAPL,175.71985874742734,180.40624790834775,167.6191762019311,178.28640038986097,3703883
2024-03-22 00:00:00+00:00,AAPL,176.89689947152493,182.97452343450092,165.81013080708922,176.57947705377555,2925774
2024-03-23 00:00:00+00:00,AAPL,178.7493262657412,182.0942048751906,168.67986600526035,173.65447616687624,2413625
2024-03-24 00:00:00+00:00,AAPL,178.8857398476029,180.43378303033816,167.80140424533352,174.17880451360296,2700238
2024-03-25 00:00:00+00:00,AAPL,179.30969491488347,182.97905867209488,167.19953728991686,170.50437702039275,4361673
2024-03-26 00:00:00+00:00,AAPL,178.10711098907382,180.04935466019614,169.73593232779098,179.24267860437135,4263605
2024-03-27 00:00:00+00:00,AAPL,171.46797935941666,181.04260194127295,169.4532542207092,170.88119013329492,4491900
2024-03-28 00:00:00+00:00,AAPL,177.47639533386243,183.90534768452605,168.29755636172249,175.79930790685546,1108434
2024-03-29 00:00:00+00:00,AAPL,178.14592373563218,180.18963712429368,169.60906203078264,178.71651881238822,2541300
2024-03-30 00:00:00+00:00,AAPL,178.77871427676385,183.2334104902757,167.82390897466536,174.20865249515006,1446407
2024-03-31 00:00:00+00:00,AAPL,179.24816894617825,184.7485347310366,169.13468575857632,178.00125487511372,1167922
2024-04-01 00:00:00+00:00,AAPL,175.09159813518448,180.85596229086502,167.04730082092593,178.03816079636294,2595704
2024-04-02 00:00:00+00:00,AAPL,176.5509269512431,182.08555930104788,165.43372095673973,170.59846038586247,4436510
2024-04-03 00:00:00+00:00,AAPL,170.09552776616968,182.877488486855,169.97074294764553,174.1214372573072,2171720
2024-04-04 00:00:00+00:00,AAPL,175.72783567692434,182.25207919366923,165.82815760413285,176.91025486687045,1775196
2024-04-05 00:00:00+00:00,AAPL,174.7319838107394,183.10188843090884,166.25755019629494,174.22353509068884,3166022
2024-04-06 00:00:00+00:00,AAPL,179.623060446948,182.020487625835,165.8155169471242,175.45167248179357,3163399
2024-04-07 00:00:00+00:00,AAPL,179.01709298602728,180.7425206451096,166.68739758989372,175.9445790460664,1261736
2024-04-08 00:00:00+00:00,AAPL,177.97603929433384,180.44522179912227,166.4464006686317,171.51229376731243,1336784
2024-04-09 00:00:00+00:00,AAPL,170.56994184520266,183.72221578088573,168.00551124274617,174.1198120614853,2406607
