Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2010-01-04,85.02790832519531,85.07292259175688,83.66242023993004,84.3076514397459,118944600
2010-01-05,85.25303649902344,85.29055222638075,84.66782778646589,84.97544072332613,111579900
2010-01-06,85.31304168701172,85.52311597883121,85.10296739519221,85.17048882152199,116074400
2010-01-07,85.67318725585938,85.77822441908398,84.9154142433709,85.15550000561231,131091100
2010-01-08,85.95829010009766,85.99580582707975,85.27554851697471,85.44810712326122,126402800
2010-01-11,86.07833099365234,86.37843389620265,85.71069520706509,86.34092389543184,106375700
2010-01-12,85.27552795410156,85.68817223092032,84.94540795337065,85.5081093778375,163333500
2010-01-13,85.99581909179688,86.23590489886473,85.05798301354785,85.49313460354156,161822000
2010-01-14,86.2283935546875,86.38594931605485,85.84575486331153,85.89827345043398,115718800
2010-01-15,85.26055145263672,86.16087178084969,84.93043132771335,86.0783474737159,212283100
2010-01-19,86.32593536376953,86.3784539563221,85.22303919606836,85.24555207067426,139172700
2010-01-20,85.44808959960938,85.86823817998271,84.7653481565027,85.7406938929544,216490200
2010-01-21,83.80500030517578,85.7331903776325,83.69996315913497,85.47059751253045,344859600
2010-01-22,81.93683624267578,83.83501495718225,81.84680194656927,83.42986921084601,345942400
2010-01-25,82.35698699951172,82.83716420055792,82.08689555231055,82.68710703645112,186937500
2010-01-26,82.0118637084961,82.88217808378711,81.80929369305862,82.03437085197854,211168800
2010-01-27,82.40201568603516,82.58958286784399,81.27661259518221,81.90683557849373,271863600
2010-01-28,81.45665740966797,82.71710882066088,80.96148313611442,82.67209453872734,316104000
2010-01-29,80.57138061523438,82.37953149937192,80.44383626984065,81.80932550500893,310677600
2010-02-01,81.82430267333984,81.83180696309432,80.65388533186258,81.14156113217675,187865000
2010-02-02,82.81463623046875,82.97219193097676,81.68923346333055,81.9743391610927,216327900
2010-02-03,82.40201568603516,82.88969150355732,82.1619299222837,82.43952568793925,172730700
2010-02-04,79.85858154296875,81.80177422430384,79.84357296736853,81.76426423349214,356715700
2010-02-05,80.02367401123047,80.18872834116664,78.4631135128605,79.94864255096331,493585800
2010-02-08,79.44595336914062,80.52634214495352,79.38593049846303,80.08368062882617,224166900
2010-02-09,80.44380950927734,81.14155961691942,79.73105082240657,80.37628235093995,337820500
2010-02-10,80.2862548828125,80.72891066655419,79.61101191057477,80.31626631758928,240511500
2010-02-11,81.12654113769531,81.21657542979288,79.7160382394041,80.18120682909885,223591600
2010-02-12,81.05901336669922,81.10402764717689,79.91110342176108,80.27122911377185,304622100
2010-02-16,82.33450317382812,82.41703320643626,80.8939883350087,81.67426863706017,159317500
2010-02-17,82.72462463378906,82.83716607839648,82.33448172236277,82.73212319909274,168845100
2010-02-18,83.21228790283203,83.38484646440875,82.55955220150258,82.58956363049306,193708600
2010-02-19,83.38484954833984,83.70746526680063,82.79964097161911,82.99471240522436,222684900
2010-02-22,83.39987182617188,83.71498330784956,83.15228178024113,83.69247616260058,132346900
2010-02-23,82.38702392578125,83.42989721161919,82.16944526357155,83.1748085398475,207497000
2010-02-24,83.144775390625,83.27982398280419,82.42451814036792,82.63459245618093,176350700
2010-02-25,83.0322265625,83.09224942571002,81.73426505913126,81.9593422100259,259634700
2010-02-26,83.08474731445312,83.36985306012575,82.61208013349993,83.10725445772299,173589300
2010-03-01,83.94757843017578,84.0301084589114,83.40738395994157,83.42989110885185,147709700
2010-03-02,84.18016052246094,84.58530637796696,84.03010904594623,84.30771057400504,160992400
2010-03-03,84.2551498413086,84.75782833270519,84.04506986553203,84.39769695546799,150785000
2010-03-04,84.51028442382812,84.63033018969271,84.05261995863943,84.36773150788822,135770400
2010-03-05,85.71817779541016,85.78569921416066,84.8553678587775,85.05794356321799,176118800
2010-03-08,85.73321533203125,85.92078253657013,85.58316385803887,85.72571676519941,114631200
2010-03-09,85.87576293945312,86.27340447268001,85.4331071116259,85.47812140622624,154556700
2010-03-10,86.25843048095703,86.49101204635072,85.83828165983337,85.91330741730569,186088800
2010-03-11,86.61851501464844,86.6410278828206,85.79322062863417,86.05581351635294,160791100
2010-03-12,86.62604522705078,87.00868396314388,86.38595941156238,86.99367537987109,162074800
2010-03-15,86.64852142333984,86.70854428679357,85.98078280867922,86.47596284602952,146816800
2010-03-16,87.33877563476562,87.42129991947478,86.64852413166356,86.8886098688874,168673000
2010-03-17,87.85647583007812,88.14158163910601,87.34629281424039,87.60138718420762,177468100
2010-03-18,87.81143951416016,87.98399809036769,87.45881234874223,87.8639580883227,196509100
2010-03-19,87.36699676513672,88.36142987588762,87.02798195040147,87.36699676513672,226641100
2010-03-22,87.83405303955078,87.99226336139533,86.81702034975106,86.86975520780976,184477800
2010-03-23,88.45179748535156,88.52713216302739,87.67583363705481,87.96211345895743,182941600
2010-03-24,88.02239990234375,88.46688438351539,87.07317237896439,88.12034018086864,196072600
2010-03-25,87.87923431396484,89.02433623771269,87.77376462681703,88.61752212399958,223396300
2010-03-26,87.8265151977539,88.45933343396152,87.47997105683051,88.04498980244497,205808500
2010-03-29,88.38399505615234,88.54219960859103,87.90938139883625,88.27099016221965,134513500
2010-03-30,88.44425201416016,88.76819626341768,88.0751081130838,88.48945166597898,145772500
2010-03-31,88.14289855957031,88.53464224641749,87.84908935751838,88.10522835513649,161078700
2010-04-01,88.74561309814453,89.08462204576315,88.21825882136592,88.74561309814453,161215200
2010-04-05,89.46884155273438,89.52910585405411,88.83601753369727,89.08462717502142,105847600
2010-04-06,89.67980194091797,89.83800654574358,89.11478303182524,89.2127175735736,110384200
2010-04-07,89.16749572753906,89.92085408566449,88.75314633150282,89.49897524436805,184576300
2010-04-08,89.47637176513672,89.62704688889826,88.59494384488771,88.85861812688508,158704000
2010-04-09,90.06399536132812,90.1016598311974,89.49897658427506,89.66471059750265,133006500
2010-04-12,90.20710754394531,90.44065248991947,90.07150284061629,90.17697252679811,110279000
2010-04-13,90.2749252319336,90.43312978304652,89.649636472058,90.11672068082066,125043600
2010-04-14,91.29949188232422,91.29949188232422,90.46326373088768,90.60639789581465,161609000
2010-04-15,91.37486267089844,91.58580215323951,91.11871776543438,91.14885279829309,144615300
2010-04-16,89.92086029052734,91.37484225194613,89.46131120054685,91.05089790569215,366786700
